horse_id,horse_name,sire_ei,bms_ei,sire_win_rate,bms_win_rate,sire_runners,sire_progeny_prize,bms_runners,bms_progeny_prize,sire_rank_score,bms_rank_score,dam_prize,sire_prize,trainer_score,owner_score,breeder_score,birth_month,sire_age,dam_age,dam_sire_age,early_born,sire_young,dam_young,both_parents_young,sire_first_crop,dam_bms_gap_small,sale_price_log,foal_number,dam_breeding_age,total_dam_foals,sibling_classic,dam_progeny_quality,sire_classic_count,sire_classic_rate,sire_oaks_count,sire_oaks_rate,sire_derby_count,sire_derby_rate,bms_classic_count,bms_oaks_count,bms_oaks_rate,bms_derby_count,bms_derby_rate,dam_classic,sire_mean_prize,dam_high_class,sire_ei_trend,imported_dam,imported_sire_inter,imported_trainer_inter,imported_owner_inter,sire_dam_interaction,trainer_breeder_combo,owner_trainer_combo,bms_dam_interaction,score
2023107191,マルガ,1.2,1.17,0.29,0.275,269,214897.6,528,411030.5,90.0,98.0,6419.0,53624.0,84.0,88.0,95.0,2,12.0,11.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,6.0,5,0,0.0,1,0.37174721189591076,0,0.0,1,0.37174721189591076,7,4,0.7575757575757576,3,0.5681818181818182,0,798.8758364312268,1,-0.20999999999999996,0,0.0,0.0,0.0,10.520608076020807,7980.0,7392.0,10.257592874120286,356.79584354746686
2023107208,プリモマーレ,1.68,1.1,0.295,0.256,346,385055.3,628,459826.7,98.0,100.0,20600.0,66995.0,89.0,82.0,95.0,3,15.0,8.0,21.0,1,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,3,0.8670520231213872,1,0.2890173410404624,2,0.5780346820809248,3,2,0.3184713375796179,1,0.15923566878980894,0,1112.8765895953757,1,0.25,0,0.0,0.0,0.0,16.68759942744516,8455.0,7298.0,10.926404387017666,354.6289168171706
2023107054,ギャニミード,1.22,1.17,0.275,0.275,240,194389.1,528,411030.5,84.0,98.0,2791.0,0.0,87.0,82.0,95.0,2,10.0,8.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,0,0.0,0,0.0,0,0.0,7,4,0.7575757575757576,3,0.5681818181818182,0,809.9545833333334,0,0.09999999999999987,0,0.0,0.0,0.0,9.68010642593636,8265.0,7134.0,9.283380752742247,353.18729653550963
2023107146,ドリームコア,1.87,2.02,0.383,0.231,342,425123.5,147,196652.3,100.0,90.0,36728.0,47639.0,83.0,85.0,95.0,2,13.0,8.0,17.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,5,1.461988304093567,3,0.8771929824561403,2,0.5847953216374269,2,0,0.0,2,1.3605442176870748,0,1243.0511695906432,1,0.28,0,0.0,0.0,0.0,19.656171976827586,7885.0,7055.0,21.23287026373889,352.35505212206584
2023105681,ポリメトリック,0.69,1.1,0.226,0.256,159,72573.7,628,459826.7,42.0,100.0,4521.0,0.0,86.0,88.0,50.0,3,9.0,11.0,21.0,1,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,0,0,0.0,0,0.0,0,0.0,0,0.0,3,2,0.3184713375796179,1,0.15923566878980894,0,456.4383647798742,0,0.16999999999999993,0,0.0,0.0,0.0,5.807529660458161,4300.0,7568.0,9.258380618121707,352.0643429193885
2023107046,アランカール,1.45,1.1,0.251,0.256,334,320067.2,628,459826.7,96.0,100.0,28642.0,68779.0,84.0,82.0,95.0,2,13.0,10.0,21.0,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,3,2,0.3184713375796179,1,0.15923566878980894,0,958.2850299401198,1,0.5599999999999999,0,0.0,0.0,0.0,14.880863328078663,7980.0,6888.0,11.2889308006114,351.8520397413583
2023106840,アドマイヤシュラ,1.45,1.04,0.251,0.274,334,320067.2,288,199310.0,96.0,92.0,8227.0,68779.0,90.0,78.0,95.0,2,13.0,9.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,1,0,0.0,1,0.3472222222222222,0,958.2850299401198,1,0.5599999999999999,0,0.0,0.0,0.0,13.072182463620628,8550.0,7020.0,9.375910180803762,349.2674194183264
2023106994,ティルベリー,1.22,1.04,0.275,0.274,240,194389.1,288,199310.0,84.0,92.0,2625.0,0.0,82.0,90.0,95.0,1,10.0,7.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,0.3472222222222222,0,809.9545833333334,0,0.09999999999999987,0,0.0,0.0,0.0,9.605324806932543,7790.0,7380.0,8.188145737057251,346.3866462605182
2023105688,オンナキュヌヴィ,1.12,1.1,0.16,0.256,194,144384.9,628,459826.7,76.0,100.0,10260.0,13040.0,80.0,88.0,50.0,3,10.0,10.0,21.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,9.0,2,0,0.0,0,0.0,0,0.0,0,0.0,3,2,0.3184713375796179,1,0.15923566878980894,0,744.25206185567,1,0.2600000000000001,0,0.0,0.0,0.0,10.344438249445675,4000.0,7040.0,10.159716137848429,346.2476534453427
2023107057,アルジェンテーラ,1.22,1.1,0.275,0.256,240,194389.1,628,459826.7,84.0,100.0,132621.0,0.0,84.0,90.0,95.0,4,10.0,14.0,21.0,1,1.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,6,0,0.0,0,0.0,0,0.0,0,0.0,3,2,0.3184713375796179,1,0.15923566878980894,0,809.9545833333334,1,0.09999999999999987,0,0.0,0.0,0.0,14.390215071698767,7980.0,7560.0,12.974784081039873,345.82423587627125
2023106913,ジュナベーラ,2.0,1.56,0.223,0.378,112,148847.9,37,38295.8,78.0,18.0,3117.0,89132.0,87.0,90.0,95.0,2,9.0,7.0,15.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,2,0,0.0,1,0.8928571428571428,0,0.0,1,0.8928571428571428,0,0,0.0,0,0.0,0,1328.9991071428572,0,1.03,0,0.0,0.0,0.0,16.089894099235444,8265.0,7830.0,12.550117397403646,340.6091077841523
2023105296,トラコ,0.0,1.02,0.0,0.3,0,0.0,10,6774.6,0.0,0.0,0.0,119529.0,89.0,78.0,95.0,3,6.0,12.0,29.0,1,1.0,1.0,1.0,1.0,0.0,0.0,8.0,5.0,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.78,0.56,0.0,8455.0,6942.0,0.0,340.2913710731817
2023103579,アグアフレスカ,0.69,0.68,0.226,0.169,159,72573.7,189,85316.3,42.0,66.0,2035.0,0.0,92.0,85.0,88.0,2,9.0,11.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,456.4383647798742,0,0.16999999999999993,0,0.0,0.0,0.0,5.256932240592585,8096.0,7820.0,5.180744816815881,339.76179096717806
2023107007,グラスベルグ,0.73,1.17,0.372,0.275,43,20760.2,528,411030.5,0.0,98.0,4040.0,32219.0,84.0,85.0,95.0,2,7.0,11.0,22.0,1,1.0,1.0,1.0,1.0,1.0,0.0,4.0,7.0,4,0,0.0,0,0.0,0,0.0,0,0.0,7,4,0.7575757575757576,3,0.5681818181818182,0,482.7953488372093,0,0.0,0,0.0,0.0,0.0,6.062100649507285,7980.0,7140.0,9.715969534141813,338.7164695818831
2023103533,アルティソナンテ,0.0,0.89,0.0,0.208,0,0.0,351,207421.3,0.0,94.0,1857.0,51505.0,83.0,80.0,88.0,3,7.0,12.0,25.0,1,1.0,1.0,1.0,1.0,1.0,0.0,5.0,8.0,5,0,0.0,0,0.0,0,0.0,0,0.0,4,3,0.8547008547008548,1,0.2849002849002849,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7304.0,6640.0,6.699257768242667,338.621724292552
2023106887,ストロベリーツリー,1.76,1.17,0.358,0.275,151,176691.0,528,411030.5,80.0,98.0,0.0,187684.0,89.0,88.0,95.0,3,11.0,16.0,22.0,1,1.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,12,0,0.0,3,1.9867549668874174,1,0.6622516556291391,2,1.3245033112582782,7,4,0.7575757575757576,3,0.5681818181818182,0,1170.1390728476822,0,-1.1500000000000001,0,0.0,0.0,0.0,0.0,8455.0,7832.0,0.0,338.24760374648395
2023105312,リリージョワ,0.79,1.17,0.206,0.275,180,94410.3,528,411030.5,54.0,98.0,1202.0,5158.0,82.0,74.0,95.0,1,10.0,8.0,22.0,1,1.0,1.0,1.0,0.0,1.0,8.529319371214077,2.0,7.0,2,0,0.0,0,0.0,0,0.0,0,0.0,7,4,0.7575757575757576,3,0.5681818181818182,0,524.5016666666667,0,-0.1499999999999999,0,0.0,0.0,0.0,5.603133235619996,7790.0,6068.0,8.298311247690373,336.8895359501073
2023107164,ランザワールド,0.0,0.85,0.0,0.5,0,0.0,2,1130.0,0.0,0.0,0.0,119529.0,82.0,82.0,95.0,4,6.0,10.0,17.0,1,1.0,1.0,1.0,1.0,1.0,0.0,5.0,6.0,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.64,0.64,0.0,7790.0,6724.0,0.0,334.2722116344597
2023103348,オーロラボレアリス,0.0,0.58,0.0,0.333,0,0.0,3,1150.0,0.0,0.0,0.0,119529.0,78.0,85.0,88.0,3,6.0,8.0,15.0,1,1.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.56,0.7,0.0,6864.0,6630.0,0.0,333.4174603591003
2023106964,アートバーゼル,1.45,0.68,0.251,0.169,334,320067.2,189,85316.3,96.0,66.0,5994.0,68779.0,82.0,85.0,95.0,2,13.0,9.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,3.0,7.0,3,0,0.0,4,1.1976047904191618,2,0.5988023952095809,2,0.5988023952095809,0,0,0.0,0,0.0,0,958.2850299401198,1,0.5599999999999999,0,0.0,0.0,0.0,12.61308754781934,7790.0,6970.0,5.915103125873898,332.82750123529456
