horse_id,horse_name,sire_ei,bms_ei,sire_2yo_ei,sire_win_rate,bms_win_rate,sire_runners,sire_progeny_prize,bms_runners,bms_progeny_prize,sire_rank_score,bms_rank_score,dam_prize,sire_prize,trainer_score,owner_score,breeder_score,birth_month,sire_age,dam_age,dam_sire_age,early_born,sire_young,dam_young,both_parents_young,sire_first_crop,dam_bms_gap_small,sale_price_log,foal_number,dam_breeding_age,total_dam_foals,sibling_classic,dam_progeny_quality,sire_classic_count,sire_classic_rate,sire_oaks_count,sire_oaks_rate,bms_classic_count,dam_high_class,sire_precocity,sire_ei_trend,imported_dam,sire_dam_interaction,trainer_breeder_combo,owner_trainer_combo,bms_dam_interaction,sire_is_stayer,sire_is_mid_dist,bms_is_miler,bms_is_sprinter,stayer_x_miler,bms_is_speed,mid_x_speed,score
2025107160,ティグラーシャの2025,372.0,775.0,0.0,26.0,67.0,0,34.0,0,61.0,94.0,100.0,5184.0,68779.0,50.0,90.0,95.0,2,15.0,9.0,23.0,1,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,3,0,0.0,5,0.0,2,0.0,4,1,0.0,370.8,0,3181.9113448868693,4750.0,4500.0,6628.981968514311,1,0,0,0,0,0,0,3119.183877921194
2025107141,タッチングスピーチの2025,256.0,775.0,0.0,23.0,67.0,0,27.0,0,61.0,88.0,100.0,11436.0,52358.0,50.0,90.0,95.0,4,9.0,13.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,7.0,7.0,7,0,0.0,1,0.0,0,0.0,4,1,0.0,254.97,0,2392.2199021519914,4750.0,4500.0,7242.071969405442,0,1,0,0,0,0,0,3116.372120892655
2025103880,ファンディーナの2025,372.0,775.0,0.0,26.0,67.0,0,34.0,0,61.0,94.0,100.0,5173.0,68779.0,82.0,50.0,50.0,3,15.0,11.0,23.0,1,0.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,5,0,0.0,5,0.0,2,0.0,4,1,0.0,370.8,0,3181.121306941502,4100.0,4100.0,6627.33605612813,1,0,0,0,0,0,0,3113.5465853000396
2025107506,カレンブーケドールの2025,372.0,775.0,0.0,26.0,67.0,0,34.0,0,61.0,94.0,100.0,45805.0,68779.0,50.0,85.0,88.0,4,15.0,9.0,23.0,1,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,3,0,0.0,5,0.0,2,0.0,4,1,0.0,370.8,0,3992.367376110621,4400.0,4250.0,8317.432033563793,1,0,0,0,0,0,0,3111.769557069103
2025104940,ジュールポレールの2025,205.0,775.0,0.0,17.0,67.0,0,17.0,0,61.0,80.0,100.0,23940.0,0.0,50.0,90.0,85.0,4,11.0,12.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,5.0,7.0,5,0,0.0,0,0.0,0,0.0,4,1,0.0,204.17,0,2067.086288613466,4250.0,4500.0,7814.594505733834,0,0,0,0,0,0,0,3110.614490086587
2025107253,フローレスマジックの2025,265.0,775.0,0.0,26.0,67.0,0,20.0,0,61.0,86.0,100.0,12435.0,53624.0,50.0,90.0,95.0,1,14.0,11.0,23.0,1,0.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0,5,0,0.0,1,0.0,0,0.0,4,1,0.0,264.04,0,2498.5129543623407,4750.0,4500.0,7306.97184766345,0,0,0,0,0,0,0,3104.544390965049
2025104990,ラテュロスの2025,0.0,775.0,0.0,0.0,67.0,0,0.0,0,61.0,0.0,100.0,10142.0,77663.0,50.0,50.0,85.0,3,7.0,10.0,23.0,1,1.0,1.0,1.0,1.0,1.0,0.0,4.0,7.0,4,0,0.0,0,0.0,0,0.0,4,1,0.0,0.0,0,0.0,4250.0,2500.0,7149.017795816396,0,0,0,0,0,0,0,3091.134000652432
2025107152,ダブルアンコールの2025,256.0,775.0,0.0,23.0,67.0,0,27.0,0,61.0,88.0,100.0,2823.0,52358.0,50.0,74.0,95.0,1,9.0,8.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,1,0.0,0,0.0,4,0,0.0,254.97,0,2034.152857244962,4750.0,3700.0,6158.079938925178,0,1,0,0,0,0,0,3090.4583854078137
2025107090,シンハライトの2025,0.0,775.0,0.0,0.0,67.0,0,0.0,0,61.0,0.0,100.0,28642.0,77663.0,50.0,50.0,95.0,3,7.0,12.0,23.0,1,1.0,1.0,1.0,1.0,1.0,0.0,7.0,5.0,7,0,0.0,0,0.0,0,0.0,4,1,0.0,0.0,0,0.0,4750.0,2500.0,7953.56488224894,0,0,0,0,0,0,0,3088.027345076246
2025107085,シュプリームギフトの2025,101.0,775.0,0.0,31.0,67.0,0,6.0,0,61.0,92.0,100.0,11606.0,0.0,50.0,90.0,95.0,3,12.0,17.0,23.0,1,1.0,0.0,0.0,0.0,1.0,0.0,9.0,7.0,9,1,0.125,0,0.0,0,0.0,4,1,0.0,99.78,0,945.2957279802308,4750.0,4500.0,7253.506823610683,0,0,0,0,0,0,0,3086.740058261113
