horse_id,horse_name,sex,trainer,trainer_id,sire,sire_id,dam,dam_id,sire_of_dam,bms_id,owner,breeder,total_prize,sire_birth_year,dam_birth_year,bms_birth_year
2019105219,イクイノックス,牡,木村哲也,,キタサンブラック,2012102013,シャトーブランシュ,2010104274,キングヘイロー,1995104427,シルクレーシング,ノーザンファーム,"175,655.6",2012.0,2010.0,1995.0
2019105283,ドウデュース,牡,友道康夫,,ハーツクライ,2001103038,ダストアンドダイヤモンズ,000a0137a4,Vindication,000a010544,キーファーズ,ノーザンファーム,"175,347.9",2001.0,2008.0,2000.0
2019105346,ジャスティンパレス,牡,杉山晴紀,,ディープインパクト,2002100816,パレスルーマー,000a0124d2,Royal Anthem,000a00fa49,三木正浩,ノーザンファーム,"98,782.0",2002.0,2003.0,1995.0
2019104740,スターズオンアース,牝,高柳瑞樹,,ドゥラメンテ,2012104511,サザンスターズ,000a013892,Smart Strike,000a00211c,社台レースホース,社台ファーム,"84,098.1",2012.0,2013.0,1992.0
2019103753,ナムラクレア,牝,長谷川浩,,ミッキーアイル,2011103916,サンクイーンII,000a011dfd,Storm Cat,000a001a98,奈村睦弘,谷川牧場,"73,282.2",2011.0,2008.0,1983.0
2019102383,ウィルソンテソーロ,牡,高木登,,キタサンブラック,2012102013,チェストケローズ,2013110100,Uncle Mo,000a011ffb,了徳寺健二ホールディングス,リョーケンファーム,"56,678.4",2012.0,2013.0,2008.0
2019104462,セリフォス,牡,中内田充,,ダイワメジャー,2001103114,シーフロント,000a013886,Le Havre,000a01198f,Ｇ１レーシング,追分ファーム,"53,002.6",2001.0,2011.0,2006.0
2019105394,ママコチャ,牝,池江泰寿,,クロフネ,1998110135,ブチコ,2012104646,キングカメハメハ,2001103460,金子真人ホールディングス,ノーザンファーム,"51,186.1",1998.0,2012.0,2001.0
2019105213,ナミュール,牝,高野友和,,ハービンジャー,000a011996,サンブルエミューズ,2010104050,ダイワメジャー,2001103114,キャロットファーム,ノーザンファーム,"50,963.1",2006.0,2010.0,2001.0
2019105748,ブローザホーン,牡,吉岡辰弥,,エピファネイア,2010104155,オートクレール,2011100647,デュランダル,1999106756,岡田牧雄,岡田スタッド,"50,248.3",2010.0,2011.0,1999.0
2019100213,ウインマーベル,牡,深山雅史,,アイルハヴアナザー,000a011ed3,コスモマーベラス,2002101336,フジキセキ,1992109618,ウイン,コスモヴューファーム,"47,188.5",2009.0,2002.0,1992.0
2019106526,トウシンマカオ,牡,高柳瑞樹,,ビッグアーサー,2011103328,ユキノマーメイド,2003105308,スペシャルウィーク,1995103211,サトー,服部牧場,"46,264.5",2011.0,2003.0,1995.0
2019104476,ガイアフォース,牡,杉山晴紀,,キタサンブラック,2012102013,ナターレ,2008102623,クロフネ,1998110135,ＫＲジャパン,追分ファーム,"44,644.8",2012.0,2008.0,1998.0
2019105565,スタニングローズ,牝,高野友和,,キングカメハメハ,2001103460,ローザブランカ,2005102733,クロフネ,1998110135,サンデーレーシング,ノーザンファーム,"42,621.6",2001.0,2005.0,1998.0
2019101700,サトノレーヴ,牡,堀宣行,,ロードカナロア,2008103552,チリエージェ,2001107654,サクラバクシンオー,1989108341,里見治,白井牧場,"37,033.2",2008.0,2001.0,1989.0
2019102948,グランブリッジ,牝,新谷功一,,シニスターミニスター,000a011099,ディレットリーチェ,2010103001,ダイワメジャー,2001103114,サイプレスホールディングス,金舛幸夫,"36,860.2",2003.0,2010.0,2001.0
2019110020,マッドクール,牡,池添学,,Dark Angel,000a0122b4,Mad About You,000a013de8,Indian Ridge,000a001ef3,サンデーレーシング,Moyglare Stud Farm Ltd,"36,083.0",2005.0,2005.0,1985.0
2019104706,アスクビクターモア,牡,田村康仁,,ディープインパクト,2002100816,カルティカ,000a013871,Rainbow Quest,000a001b4d,廣崎利洋ＨＤ,社台ファーム,"34,527.5",2002.0,2007.0,1981.0
2019103943,キングズソード,牡,寺島良,,シニスターミニスター,000a011099,キングスベリー,2004102172,キングヘイロー,1995104427,ヒダカ・ブリーダーズ・ユニオン,日進牧場,"33,849.1",2003.0,2004.0,1995.0
2019104909,ボルドグフーシュ,牡,宮本博,,スクリーンヒーロー,2004103328,ボルドグザグ,000a0120eb,Layman,000a012049,社台レースホース,社台ファーム,"33,389.2",2004.0,2009.0,2002.0
2019101614,エコロデュエル,牡,岩戸孝樹,,キタサンブラック,2012102013,クラリネット,000a012167,Giant's Causeway,000a0022e1,原村正紀,下河辺牧場,"31,278.7",2012.0,2007.0,1997.0
2019105056,ジオグリフ,牡,木村哲也,,ドレフォン,000a013b82,アロマティコ,2009106257,キングカメハメハ,2001103460,サンデーレーシング,ノーザンファーム,"30,121.6",2013.0,2009.0,2001.0
2019101623,ノットゥルノ,牡,中舘英二,,ハーツクライ,2001103038,シェイクズセレナーデ,000a012951,Unbridled's Song,000a002071,金子真人ホールディングス,下河辺牧場,"29,295.0",2001.0,2006.0,1993.0
2019100109,プラダリア,牡,池添学,,ディープインパクト,2002100816,シャッセロール,2010105366,クロフネ,1998110135,名古屋友豊,オリエント牧場,"29,102.6",2002.0,2010.0,1998.0
2019105552,ローシャムパーク,牡,田中博康,,ハービンジャー,000a011996,レネットグルーヴ,2010104041,キングカメハメハ,2001103460,サンデーレーシング,ノーザンファーム,"28,120.7",2006.0,2010.0,2001.0
2019102879,マテンロウレオ,牡,昆貢,,ハーツクライ,2001103038,サラトガヴィーナス,2002101038,ブライアンズタイム,000a000082,寺田千代乃,猪野毛牧場,"24,351.5",2001.0,2002.0,1985.0
2019103034,ダノンスコーピオン,牡,福永祐一,,ロードカナロア,2008103552,レキシールー,000a013e42,Sligo Bay,000a011fef,ダノックス,ケイアイファーム,"24,290.5",2008.0,2011.0,1998.0
2019102238,クロジシジョー,牡,岡田稲男,,フリオーソ,2004106867,サイレンスラヴ,2012100453,スペシャルウィーク,1995103211,河内孝夫,増尾牧場,"23,709.0",2004.0,2012.0,1995.0
2019105195,ダノンベルーガ,牡,堀宣行,,ハーツクライ,2001103038,コーステッド,000a013daf,Tizway,2005190007,ダノックス,ノーザンファーム,"23,486.3",2001.0,2014.0,2005.0
2019104564,アーテルアストレア,牝,橋口慎介,,リーチザクラウン,2006102923,スターズインヘヴン,2014105290,ワークフォース,000a011a7f,フィールドレーシング,社台コーポレーション白老ファーム,"22,848.3",2006.0,2014.0,2007.0
2019101633,サンライズアムール,牡,小林真也,,モーリス,2011100655,ジルコニア,2007105530,タイキシャトル,1994109686,ライフハウス,下河辺牧場,"22,499.1",2011.0,2007.0,1994.0
2019106293,ファーンヒル,牡,荒山勝徳,,キンシャサノキセキ,2003110212,ラブディラン,2009103765,ディラントーマス,000a011072,カナヤマホールディングス,谷岡牧場,"22,103.5",2003.0,2009.0,2003.0
2019105546,マテンロウスカイ,セ,松永幹夫,,モーリス,2011100655,レッドラヴィータ,2011103966,スペシャルウィーク,1995103211,寺田千代乃,ノーザンファーム,"22,020.5",2011.0,2011.0,1995.0
2019105746,ホウオウルーレット,牡,栗田徹,,ロージズインメイ,000a010a10,オメガフレグランス,2007102877,ゴールドアリュール,1999106689,小笹芳央,岡田スタッド,"21,530.8",2000.0,2007.0,1999.0
2019105118,ジュンブロッサム,牡,友道康夫,,ワールドエース,2009106353,エンプレスティアラ,2004102891,クロフネ,1998110135,河合純二,ノーザンファーム,"21,113.8",2009.0,2004.0,1998.0
2019104245,ペイシャエス,牡,小西一男,,エスポワールシチー,2005102837,リサプシュケ,2011102993,ワイルドラッシュ,000a0003a1,北所直人,高村伸一,"20,772.5",2005.0,2011.0,1994.0
2019100596,ヤマニンサルバム,牡,中村直也,,イスラボニータ,2011103565,ヤマニンエマイユ,2003100626,ホワイトマズル,1990109700,土井肇,錦岡牧場,"20,591.1",2011.0,2003.0,1990.0
2019105252,アルナシーム,牡,橋口慎介,,モーリス,2011100655,ジュベルアリ,2013105993,ディープインパクト,2002100816,ライオンレースホース,ノーザンファーム,"20,527.2",2011.0,2013.0,2002.0
2019105859,エーティーマクフィ,牡,武英智,,マクフィ,000a011c77,テンシンランマン,2010104455,ハーツクライ,2001103038,岡田隆寛,岡田牧場,"20,437.7",2007.0,2010.0,2001.0
2019104447,シュトルーヴェ,セ,堀宣行,,キングカメハメハ,2001103460,アンチュラス,2009106569,ディープインパクト,2002100816,村木克子,追分ファーム,"20,245.0",2001.0,2009.0,2002.0
2019103422,テイエムスパーダ,牝,小椋研介,,レッドスパーダ,2006105511,トシザコジーン,2005105828,アドマイヤコジーン,1996106512,竹園正繼,浦河小林牧場,"19,962.5",2006.0,2005.0,1996.0
2019105556,ドゥラドーレス,牡,宮田敬介,,ドゥラメンテ,2012104511,ロカ,2012104903,ハービンジャー,000a011996,吉田勝己,ノーザンファーム,"19,957.7",2012.0,2012.0,2006.0
2019104831,ルージュエヴァイユ,牝,黒岩陽一,,ジャスタウェイ,2009106461,ナッシングバットドリームズ,000a012eca,Frankel,000a01239b,東京ホースレーシング,社台ファーム,"19,953.3",2009.0,2014.0,2008.0
2019101667,ドライスタウト,牡,牧浦充徳,,シニスターミニスター,000a011099,マストバイアイテム,2007105550,アフリート,000a000013,ＹＧＧホースクラブ,下河辺牧場,"19,519.4",2003.0,2007.0,1984.0
2019103588,ライラック,牝,相沢郁,,オルフェーヴル,2008102636,ヴィーヴァブーケ,2006100776,キングカメハメハ,2001103460,芹澤精一,杵臼牧場,"19,507.3",2008.0,2006.0,2001.0
2019100630,ハピ,牡,大久保龍,,キズナ,2010105827,クイーンパイレーツ,2014105872,キングカメハメハ,2001103460,寺田寿男,ノースヒルズ,"19,387.9",2010.0,2014.0,2001.0
2019102512,スピーディキック,牝,藤原智行,,タイセイレジェンド,2007103199,デザートフラワー,2010102833,サイレントディール,2000101634,加藤鈴幸,熊谷武,"19,380.6",2007.0,2010.0,2000.0
2019105079,ドンフランキー,牡,斉藤崇史,,ダイワメジャー,2001103114,ウィーミスフランキー,000a012060,Sunriver,000a011ff7,早野誠,ノーザンファーム,"19,326.8",2001.0,2009.0,2003.0
2019105496,レッドモンレーヴ,牡,蛯名正義,,ロードカナロア,2008103552,ラストグルーヴ,2010104053,ディープインパクト,2002100816,東京ホースレーシング,ノーザンファーム,"19,264.2",2008.0,2010.0,2002.0
2019105806,ドロップオブライト,牝,福永祐一,,トーセンラー,2008102985,プレシャスドロップ,2003104556,フレンチデピュティ,000a00013a,岡田牧雄,岡田スタッド,"18,785.1",2008.0,2003.0,1992.0
2019104678,クラウンプライド,牡,新谷功一,,リーチザクラウン,2006102923,エミーズプライド,2012104160,キングカメハメハ,2001103460,吉田照哉,社台ファーム,"18,611.4",2006.0,2012.0,2001.0
2019104896,ドーブネ,牡,武幸四郎,,ディープインパクト,2002100816,プレミアステップス,000a0129c1,Footstepsinthesand,000a0111b5,藤田晋,社台ファーム,"18,336.0",2002.0,2010.0,2002.0
2019103879,バトルクライ,牡,高木登,,イスラボニータ,2011103565,ディアコメット,2009103802,キングカメハメハ,2001103460,Ｇリビエール・レーシング,ディアレストクラブ,"18,275.9",2011.0,2009.0,2001.0
2019100792,マイネルクリソーラ,牡,手塚貴久,,スクリーンヒーロー,2004103328,マイネトゥインクル,2005105525,ムタファーウエク,000a000d9e,サラブレッドクラブ・ラフィアン,ビッグレッドファーム,"17,653.3",2004.0,2005.0,1996.0
2019100636,リメイク,牡,新谷功一,,ラニ,2013110045,サリエル,2007105619,キングカメハメハ,2001103460,ノースヒルズ,ノースヒルズ,"17,438.4",2013.0,2007.0,2001.0
2019101681,サンライズホーク,セ,牧浦充徳,,リオンディーズ,2013105915,ローマンブリッジ,2005103174,ブライアンズタイム,000a000082,ライフハウス,下河辺牧場,"17,405.0",2013.0,2005.0,1985.0
2019102632,セイウンハーデス,牡,橋口慎介,,シルバーステート,2013105903,ハイノリッジ,2011103212,マンハッタンカフェ,1998101554,西山茂行,鮫川啓一,"17,403.5",2013.0,2011.0,1998.0
2019104828,キングズパレス,牡,戸田博文,,キングカメハメハ,2001103460,ドバウィハイツ,000a011de0,Dubawi,000a0115e2,社台レースホース,社台ファーム,"17,371.4",2001.0,2007.0,2002.0
2019104899,インプレス,牡,佐々木晶,,キズナ,2010105827,ベアトリスII,000a012970,Dr Fong,000a010571,前田幸治,社台ファーム,"17,140.2",2010.0,2010.0,1995.0
2019110107,ジャスパークローネ,牡,森秀行,,Frosted,000a012b42,Fancy Kitten,000a01ba43,Kitten's Joy,000a0119b3,加藤和夫,Machmer Hall & Godolphin,"16,984.8",2012.0,2014.0,2001.0
