horse_id,horse_name,sire_ei,bms_ei,sire_2yo_ei,sire_win_rate,bms_win_rate,sire_runners,sire_progeny_prize,bms_runners,sire_rank_score,bms_rank_score,bms_progeny_prize,dam_prize,sire_prize,trainer_score,owner_score,breeder_score,birth_month,sire_age,dam_age,dam_sire_age,early_born,sire_young,dam_young,both_parents_young,sire_first_crop,dam_bms_gap_small,sale_price_log,foal_number,dam_breeding_age,total_dam_foals,sibling_classic,sire_classic_count,sire_classic_rate,sire_oaks_count,sire_oaks_rate,bms_classic_count,dam_high_class,sire_precocity,sire_ei_trend,imported_dam,dam_progeny_quality,sire_dam_interaction,trainer_breeder_combo,owner_trainer_combo,bms_dam_interaction,score
2024106297,グランアレグリアの2024,0.96,1.21,0.0,0.257,0.283,257,164742.8,686,84.0,100.0,549313.6,107381.0,53624.0,87.0,90.0,95.0,2,13,8,22,1,1,1,1,0,1,0.0,2.0,7.0,2,0,1,0.38910505836575876,0,0.0,4,1,0.0,-0.24,0,0.0,11.120781935275645,8265.0,7830.0,14.01681889758701,374.8798552691986
2024105814,カレンブーケドールの2024,0.83,1.21,0.0,0.249,0.283,197,108784.4,686,72.0,100.0,549313.6,45805.0,0.0,90.0,85.0,88.0,3,10,8,22,1,1,1,1,0,1,0.0,2.0,7.0,2,0,0,0.0,0,0.0,4,1,0.0,0.14,0,0.0,8.907701403687676,7920.0,7650.0,12.985926142725408,370.2851910473132
2024106690,リスグラシューの2024,1.03,1.54,0.0,0.288,0.222,198,134898.4,329,76.0,96.0,335812.1,88738.0,52358.0,88.0,82.0,95.0,4,8,10,23,1,1,1,1,0,1,0.0,3.0,7.0,3,0,1,0.5050505050505051,0,0.0,1,1,0.0,0.48,0,0.0,11.73525839867386,8360.0,7216.0,17.54592032423082,353.380887708764
2024106654,モアナアネラの2024,1.2,1.09,0.0,0.302,0.29,315,251282.6,525,92.0,98.0,381200.9,3813.0,68779.0,84.0,90.0,95.0,2,14,8,23,1,0,1,0,0,1,0.0,2.0,7.0,2,0,4,1.2698412698412698,2,0.6349206349206349,7,0,0.0,-0.25,0,0.0,9.895720543392438,7980.0,7560.0,8.988612826914798,351.6125990409564
2024106423,セリユーズの2024,1.22,1.21,0.0,0.257,0.283,191,155073.3,686,82.0,100.0,549313.6,3938.0,88155.0,86.0,82.0,95.0,3,10,8,22,1,1,1,1,0,1,0.0,2.0,7.0,2,0,1,0.5235602094240838,0,0.0,4,0,0.0,0.52,0,0.0,10.099992238824505,8170.0,7052.0,10.017205417194797,351.4573518401294
