horse_id,horse_name,sire_ei,bms_ei,sire_win_rate,bms_win_rate,sire_runners,sire_progeny_prize,bms_runners,bms_progeny_prize,sire_rank_score,bms_rank_score,dam_prize,sire_prize,trainer_score,owner_score,breeder_score,birth_month,sire_age,dam_age,dam_sire_age,early_born,sire_young,dam_young,both_parents_young,sire_first_crop,dam_bms_gap_small,sale_price_log,foal_number,dam_breeding_age,total_dam_foals,sibling_classic,dam_progeny_quality,sire_classic_count,sire_classic_rate,sire_oaks_count,sire_oaks_rate,bms_classic_count,dam_high_class,sire_ei_trend,imported_dam,sire_dam_interaction,trainer_breeder_combo,owner_trainer_combo,bms_dam_interaction,score
2023102222,ビジュアライズ,1.87,1.53,0.383,0.286,342,425123.5,77,78247.1,100.0,60.0,0.0,47639.0,84.0,82.0,50.0,3,13.0,12.0,25.0,1,1.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,6,0,0.0,5,1.461988304093567,3,0.8771929824561403,1,0,0.28,1,0.0,4200.0,6888.0,0.0,410.80291592973333
2023106804,アウトリュコス,1.68,1.1,0.295,0.256,346,385055.3,628,459826.7,98.0,100.0,10613.0,66995.0,80.0,82.0,85.0,3,15.0,12.0,21.0,1,0.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0,5,0,0.0,3,0.8670520231213872,1,0.2890173410404624,3,1,0.25,0,15.57348099449157,6800.0,6560.0,10.196922079726624,408.02363016842827
2023105332,ショウナンガルフ,1.64,1.04,0.255,0.274,184,200444.7,288,199310.0,86.0,92.0,2060.0,0.0,84.0,73.0,95.0,3,17.0,8.0,22.0,1,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,3,0,0.0,5,2.717391304347826,3,1.6304347826086956,1,0,0.26,0,12.514752392660352,7980.0,6132.0,7.936184444126078,406.42313402932587
2023103376,フェルギナス,1.45,1.73,0.251,0.4,334,320067.2,10,11438.0,96.0,0.0,0.0,68779.0,88.0,85.0,88.0,4,13.0,15.0,24.0,1,1.0,0.0,0.0,0.0,1.0,0.0,10.0,6.0,10,0,0.0,4,1.1976047904191618,2,0.5988023952095809,0,0,0.5599999999999999,1,0.0,7744.0,7480.0,0.0,404.0385001546294
2023107292,ラヴズプレミアム,1.45,1.1,0.251,0.256,334,320067.2,628,459826.7,96.0,100.0,33874.0,68779.0,88.0,74.0,95.0,2,13.0,7.0,21.0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,1,0,0.0,4,1.1976047904191618,2,0.5988023952095809,3,1,0.5599999999999999,0,15.124127209363902,8360.0,6512.0,11.473475814000203,403.79782597292575
2023106874,ジャスティンルマン,2.0,1.56,0.223,0.378,112,148847.9,37,38295.8,78.0,18.0,50.0,89132.0,81.0,75.0,95.0,4,9.0,9.0,15.0,1,1.0,1.0,1.0,0.0,1.0,9.488047863280759,4.0,5.0,4,0,0.0,1,0.8928571428571428,0,0.0,0,0,1.03,0,7.8636512654486515,7695.0,6075.0,6.133647987049948,403.746106707947
2023106946,ダゴベルト,1.68,1.04,0.295,0.274,346,385055.3,288,199310.0,98.0,92.0,6744.0,66995.0,82.0,90.0,95.0,2,15.0,7.0,22.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1,0,0.0,3,0.8670520231213872,1,0.2890173410404624,1,1,0.25,0,14.811815371318318,7790.0,7380.0,9.169219039387531,403.15893541113763
2023107155,マイコンプリート,1.45,1.33,0.251,0.321,334,320067.2,28,24721.0,96.0,0.0,4956.0,68779.0,90.0,76.0,95.0,4,13.0,15.0,29.0,1,1.0,0.0,0.0,0.0,1.0,0.0,9.0,7.0,9,0,0.0,4,1.1976047904191618,2,0.5988023952095809,0,0,0.5599999999999999,0,12.337406197129832,8550.0,6840.0,11.316379477367365,400.7801932518933
2023106852,ロスパレドネス,1.22,1.17,0.275,0.275,240,194389.1,528,411030.5,84.0,98.0,18653.0,0.0,87.0,90.0,95.0,4,10.0,14.0,22.0,1,1.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,8,0,0.0,0,0.0,0,0.0,7,1,0.09999999999999987,0,11.997255372729906,8265.0,7830.0,11.505564578765565,399.78421917720726
2023107014,サレジオ,1.45,1.1,0.251,0.256,334,320067.2,628,459826.7,96.0,100.0,35068.0,68779.0,80.0,82.0,95.0,2,13.0,8.0,21.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,4,1.1976047904191618,2,0.5988023952095809,3,1,0.5599999999999999,0,15.174355601075467,7600.0,6560.0,11.5115801111607,398.3479206545523
2023105823,ダノンカレラ,1.68,0.33,0.295,0.2,346,385055.3,5,1103.0,98.0,0.0,0.0,66995.0,89.0,78.0,74.0,3,15.0,9.0,18.0,1,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,4,0,0.0,3,0.8670520231213872,1,0.2890173410404624,0,0,0.25,1,0.0,6586.0,6942.0,0.0,398.2342135367506
2023103531,マジョレルブルー,0.0,0.93,0.0,0.211,0,0.0,256,158308.0,0.0,88.0,8663.0,119529.0,90.0,85.0,88.0,3,6.0,16.0,24.0,1,1.0,0.0,0.0,1.0,1.0,0.0,8.0,5.0,8,0,0.0,0,0.0,0,0.0,2,1,0.0,0,0.0,7920.0,7650.0,8.432246563473168,398.13501172230946
2023105366,ディースカウ,1.45,2.53,0.251,0.333,334,320067.2,21,35233.6,96.0,12.0,0.0,68779.0,84.0,88.0,74.0,2,13.0,10.0,30.0,1,1.0,1.0,1.0,0.0,0.0,9.13140538388804,3.0,,2,0,0.0,4,1.1976047904191618,2,0.5988023952095809,0,0,0.5599999999999999,1,0.0,6216.0,7392.0,0.0,396.61830833065255
2023107140,ビーチェマーレ,1.68,1.31,0.295,0.222,346,385055.3,9,7804.4,98.0,0.0,0.0,66995.0,90.0,76.0,95.0,3,15.0,6.0,16.0,1,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,2,0,0.0,3,0.8670520231213872,1,0.2890173410404624,0,0,0.25,1,0.0,8550.0,6840.0,0.0,395.52956644968054
2023107299,ホールオブミラーズ,1.36,0.99,0.261,0.158,234,210509.2,19,12531.6,88.0,0.0,4949.0,54976.0,82.0,90.0,95.0,3,16.0,11.0,24.0,1,0.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0,4,0,0.0,1,0.4273504273504274,1,0.4273504273504274,0,0,0.3500000000000001,0,11.569714283565322,7790.0,7380.0,8.422071427007108,394.2665630604107
2023106924,ジャスティンシカゴ,2.0,1.17,0.223,0.275,112,148847.9,528,411030.5,78.0,98.0,427.0,89132.0,82.0,75.0,95.0,2,9.0,5.0,22.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1,0,0.0,1,0.8928571428571428,0,0.0,7,0,1.03,0,12.118246391163593,7790.0,6150.0,7.0891741388307015,392.77685966064524
