horse_id,horse_name,sire_ei,bms_ei,sire_2yo_ei,sire_win_rate,bms_win_rate,sire_runners,sire_progeny_prize,bms_runners,bms_progeny_prize,sire_rank_score,bms_rank_score,dam_prize,sire_prize,trainer_score,owner_score,breeder_score,birth_month,sire_age,dam_age,dam_sire_age,early_born,sire_young,dam_young,both_parents_young,sire_first_crop,dam_bms_gap_small,sale_price_log,foal_number,dam_breeding_age,total_dam_foals,sibling_classic,dam_progeny_quality,sire_classic_count,sire_classic_rate,sire_oaks_count,sire_oaks_rate,bms_classic_count,dam_high_class,sire_precocity,sire_ei_trend,imported_dam,sire_dam_interaction,trainer_breeder_combo,owner_trainer_combo,bms_dam_interaction,sire_is_stayer,sire_is_mid_dist,bms_is_miler,bms_is_sprinter,stayer_x_miler,bms_is_speed,mid_x_speed,score
2024106496,ソブリオ,1.97,1.55,0.0,0.293,0.257,208,272546.4,171,176100.5,96.0,90.0,36728.0,187684.0,90.0,88.0,95.0,3,12.0,9.0,18.0,1,1.0,1.0,1.0,0.0,1.0,10.716659698193956,3.0,7.0,3,0,0.0,5,2.403846153846154,2,0.9615384615384616,2,1,0.0,0.20999999999999996,0,20.70730416810179,8550.0,7920.0,16.29254896475014,1,0,1,0,1,1,1,506.8863871841506
2024106139,ヴェルバーニア,1.97,1.55,0.0,0.293,0.257,208,272546.4,171,176100.5,96.0,90.0,4241.0,187684.0,85.0,90.0,95.0,3,12.0,10.0,18.0,1,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7.0,4,0,0.0,5,2.403846153846154,2,0.9615384615384616,2,0,0.0,0.20999999999999996,0,16.45499656619552,8075.0,7650.0,12.946824709443174,1,0,1,0,1,1,1,486.60478120185905
2024106973,フェステグラウベ,1.97,1.09,0.0,0.293,0.348,208,272546.4,23,16685.8,96.0,0.0,0.0,187684.0,90.0,85.0,85.0,1,12.0,10.0,20.0,1,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7.0,4,0,0.0,5,2.403846153846154,2,0.9615384615384616,1,0,0.0,0.20999999999999996,1,0.0,7650.0,7650.0,0.0,1,0,0,0,0,0,0,464.7329903071256
2024106398,マスターズボンド,1.94,1.13,0.0,0.375,0.667,341,440117.9,9,6729.4,100.0,0.0,0.0,47639.0,90.0,82.0,95.0,1,14.0,11.0,25.0,1,0.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0,5,0,0.0,8,2.346041055718475,4,1.1730205278592376,0,0,0.0,0.06999999999999984,1,0.0,8550.0,7380.0,0.0,0,0,0,0,0,0,0,461.50434049247383
2024106624,ジャンゴッド,1.97,0.89,0.0,0.293,0.222,208,272546.4,9,5332.9,96.0,0.0,0.0,187684.0,81.0,78.0,95.0,2,12.0,16.0,24.0,1,1.0,0.0,0.0,0.0,1.0,10.370392636243981,6.0,,4,1,0.3333333333333333,5,2.403846153846154,2,0.9615384615384616,2,0,0.0,0.20999999999999996,1,0.0,7695.0,6318.0,0.0,1,0,1,0,1,1,1,459.37146640380155
2024107242,ジャスティンカンヌ,1.97,1.29,0.0,0.293,0.433,208,272546.4,30,25726.8,96.0,0.0,0.0,187684.0,90.0,75.0,50.0,2,12.0,10.0,22.0,1,1.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,4,0,0.0,5,2.403846153846154,2,0.9615384615384616,0,0,0.0,0.20999999999999996,1,0.0,4500.0,6750.0,0.0,1,0,1,0,1,1,1,459.08427440422867
2024105729,プロテウス,1.97,1.09,0.0,0.293,0.29,208,272546.4,525,381200.9,96.0,98.0,12525.0,187684.0,80.0,85.0,88.0,2,12.0,11.0,23.0,1,1.0,1.0,1.0,0.0,1.0,0.0,4.0,7.0,4,0,0.0,5,2.403846153846154,2,0.9615384615384616,7,1,0.0,0.20999999999999996,0,18.588056673278157,7040.0,6800.0,10.284762321763042,1,0,1,0,1,1,1,454.8008414134374
2024106314,エルドボルグ,1.97,1.03,0.0,0.293,0.298,208,272546.4,47,32038.0,96.0,8.0,0.0,187684.0,84.0,90.0,95.0,3,12.0,5.0,22.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1,0,0.0,5,2.403846153846154,2,0.9615384615384616,0,0,0.0,0.20999999999999996,1,0.0,7980.0,7560.0,0.0,1,0,1,0,1,1,1,441.51310911245787
2024106622,スタニスラス,1.97,1.01,0.0,0.293,0.265,208,272546.4,98,65947.6,96.0,56.0,6607.0,187684.0,88.0,82.0,95.0,3,12.0,8.0,16.0,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2,0,0.0,5,2.403846153846154,2,0.9615384615384616,1,1,0.0,0.20999999999999996,0,17.328191540945603,8360.0,7216.0,8.883996678352823,1,0,0,0,0,0,0,440.5316479802688
2024105816,フォコンノワール,1.97,1.72,0.0,0.293,0.167,208,272546.4,6,6852.8,96.0,0.0,0.0,187684.0,90.0,85.0,88.0,4,12.0,16.0,25.0,1,1.0,0.0,0.0,0.0,1.0,0.0,11.0,6.0,11,0,0.0,5,2.403846153846154,2,0.9615384615384616,0,0,0.0,0.20999999999999996,1,0.0,7920.0,7650.0,0.0,1,0,0,0,0,0,0,440.29217232047074
