horse_id,horse_name,sex,trainer,trainer_id,sire,sire_id,dam,dam_id,sire_of_dam,bms_id,owner,breeder,total_prize,sire_birth_year,dam_birth_year,bms_birth_year
2020102781,ベラジオオペラ,牡,上村洋行,,ロードカナロア,2008103552,エアルーティーン,2012104154,ハービンジャー,000a011996,ベラジオレーシング,社台ファーム,"94,473.4",2008.0,2012.0,2006.0
2020103656,リバティアイランド,牝,中内田充,,ドゥラメンテ,2012104511,ヤンキーローズ,000a013bb2,All American,000a013b22,サンデーレーシング,ノーザンファーム,"74,444.0",2012.0,2013.0,2005.0
2020103532,タスティエーラ,牡,堀宣行,,サトノクラウン,2012104668,パルティトゥーラ,2014106097,マンハッタンカフェ,1998101554,キャロットファーム,ノーザンファーム,"65,897.7",2012.0,2014.0,1998.0
2020102899,ソールオリエンス,牡,手塚貴久,,キタサンブラック,2012102013,スキア,000a012f7d,Motivator,000a010c91,社台レースホース,社台ファーム,"58,166.1",2012.0,2007.0,2002.0
2020103650,ドゥレッツァ,牡,尾関知人,,ドゥラメンテ,2012104511,モアザンセイクリッド,000a01295d,More Than Ready,000a00fcdd,キャロットファーム,ノーザンファーム,"47,217.8",2012.0,2009.0,1997.0
2020106851,ルガル,牡,杉山晴紀,,ドゥラメンテ,2012104511,アタブ,000a01447f,New Approach,000a011656,江馬由将,三嶋牧場,"37,921.0",2012.0,2012.0,2005.0
2020100157,ロードデルレイ,牡,中内田充,,ロードカナロア,2008103552,デルフィーノ,2011103449,ハーツクライ,2001103038,ロードホースクラブ,ケイアイファーム,"29,527.3",2008.0,2011.0,2001.0
2020103941,ホウオウビスケッツ,牡,奥村武,,マインドユアビスケッツ,000a01392e,ホウオウサブリナ,2015104903,ルーラーシップ,2007103143,小笹芳央,岡田スタッド,"29,224.8",2013.0,2015.0,2007.0
2020103242,ブレイディヴェーグ,牝,宮田敬介,,ロードカナロア,2008103552,インナーアージ,2010104322,ディープインパクト,2002100816,サンデーレーシング,ノーザンファーム,"28,707.6",2008.0,2010.0,2002.0
2020100680,エルトンバローズ,牡,杉山晴紀,,ディープブリランテ,2009105084,ショウナンカラット,2007102038,ブライアンズタイム,000a000082,猪熊広次,桑田牧場,"28,076.7",2009.0,2007.0,1985.0
2020103307,コスタノヴァ,牡,木村哲也,,ロードカナロア,2008103552,カラフルブラッサム,2010104227,ハーツクライ,2001103038,吉田勝己,ノーザンファーム,"27,305.9",2008.0,2010.0,2001.0
2020102078,レーベンスティール,牡,田中博康,,リアルスティール,2012104889,トウカイライフ,2007105970,トウカイテイオー,1988101025,キャロットファーム,広富牧場,"26,354.4",2012.0,2007.0,1988.0
2020109107,シランケド,牝,牧浦充徳,,デクラレーションオブウォー,000a0136f6,フェアブルーム,2009102479,ディープインパクト,2002100816,田畑利彦,下河辺トレーニングセンター,"23,977.9",2009.0,2009.0,2002.0
2020105621,アウトレンジ,牡,大久保龍,,レガーロ,2013105464,クイーンパイレーツ,2014105872,キングカメハメハ,2001103460,寺田寿男,ノースヒルズ,"22,549.5",2013.0,2014.0,2001.0
2020100148,アルジーヌ,牝,中内田充,,ロードカナロア,2008103552,キャトルフィーユ,2009101532,ディープインパクト,2002100816,ロードホースクラブ,ケイアイファーム,"22,366.6",2008.0,2009.0,2002.0
2020103054,マスクトディーヴァ,牝,辻野泰之,,ルーラーシップ,2007103143,マスクオフ,2009105916,ディープインパクト,2002100816,社台レースホース,社台ファーム,"21,589.6",2007.0,2009.0,2002.0
2020101547,エンペラーワケア,牡,杉山晴紀,,ロードカナロア,2008103552,カラズマッチポイント,000a013863,Curlin,000a011734,草間庸文,下河辺牧場,"21,098.1",2008.0,2010.0,2004.0
2020103101,シェイクユアハート,牡,宮徹,,ハーツクライ,2001103038,ルンバロッカ,000a010649,Sri Pekan,000a00223f,吉田千津,社台ファーム,"20,908.2",2001.0,2001.0,1992.0
2020100930,ライオットガール,牝,中村直也,,シニスターミニスター,000a011099,マリアビスティー,2008103221,ハーツクライ,2001103038,ヒダカファーム,ヒダカファーム,"20,673.9",2003.0,2008.0,2001.0
2020105786,マイネルエンペラー,牡,清水久詞,,ゴールドシップ,2009102739,マイネテレジア,2007104916,ロージズインメイ,000a010a10,サラブレッドクラブ・ラフィアン,ビッグレッドファーム,"20,258.2",2009.0,2007.0,2000.0
2020110009,オーサムリザルト,牝,池江泰寿,,Justify,000a013f2d,Blossomed,000a01a75a,Deputy Minister,000a001849,インゼルレーシング,Orpendale/Chelston/Wynatt,"20,063.0",2015.0,2003.0,1979.0
2020100896,ビッグシーザー,牡,西園正都,,ビッグアーサー,2011103328,アンナペレンナ,2013110017,Tale of Ekati,000a012550,幅田昌伸,バンブー牧場,"19,976.0",2011.0,2013.0,2005.0
2020103626,ドゥラエレーデ,牡,池添学,,ドゥラメンテ,2012104511,マルケッサ,2015105019,オルフェーヴル,2008102636,スリーエイチレーシング,ノーザンファーム,"19,924.4",2012.0,2015.0,2008.0
2020103458,ハーパー,牝,友道康夫,,ハーツクライ,2001103038,セレスタ,000a012e7c,Jump Start,000a010b86,エムズレーシング,ノーザンファーム,"19,641.2",2001.0,2012.0,1999.0
2020104376,ミックファイア,牡,渡辺和雄,,シニスターミニスター,000a011099,マリアージュ,2005101067,ブライアンズタイム,000a000082,ＫＨレーシング,高橋ファーム,"19,625.0",2003.0,2005.0,1985.0
2020106402,トップナイフ,牡,昆貢,,デクラレーションオブウォー,000a0136f6,ビーウインド,2001100275,スピニングワールド,000a000325,安原浩司,杵臼牧場,"19,624.3",2009.0,2001.0,1993.0
2020100145,ロードフォンス,牡,安田翔伍,,ロードカナロア,2008103552,オーシュペール,2009101530,ダイワメジャー,2001103114,ロードホースクラブ,ケイアイファーム,"19,207.2",2008.0,2009.0,2001.0
2020103400,セラフィックコール,牡,寺島良,,ヘニーヒューズ,000a011155,シャンドランジュ,2013106008,マンハッタンカフェ,1998101554,キャロットファーム,ノーザンファーム,"19,178.8",2003.0,2013.0,1998.0
2020101599,サンライズフレイム,牡,石坂公一,,ドレフォン,000a013b82,マストバイアイテム,2007105550,アフリート,000a000013,ライフハウス,下河辺牧場,"19,175.9",2013.0,2007.0,1984.0
2020104136,サンデーファンデー,牡,東田明士,,スズカコーズウェイ,2004104345,ファーストレディ,2008100289,スマートボーイ,1995100385,吉澤ホールディングス,グランド牧場,"18,530.8",2004.0,2008.0,1995.0
2020101874,ペリエール,牡,黒岩陽一,,ヘニーヒューズ,000a011155,ソフトライム,2010103668,フジキセキ,1992109618,長谷川祐司,チャンピオンズファーム,"18,390.4",2003.0,2010.0,1992.0
2020102764,モズメイメイ,牝,前川恭子,,リアルインパクト,2008103244,インラグジュアリー,2014105410,Frankel,000a01239b,キャピタル・システム,社台ファーム,"18,127.0",2008.0,2014.0,2008.0
2020100105,エイシンフェンサー,牝,吉村圭司,,ファインニードル,2013100612,エーシンパナギア,2008101286,エイシンサンディ,1993103280,栄進堂,木田牧場,"17,403.9",2013.0,2008.0,1993.0
2020103075,シャンパンカラー,牡,田中剛,,ドゥラメンテ,2012104511,メモリアルライフ,2015110048,Reckless Abandon,000a0136f5,青山洋一,社台ファーム,"17,168.7",2012.0,2015.0,2010.0
2020106565,ブライアンセンス,牡,斎藤誠,,ホッコータルマエ,2009100921,ヒラボクビジン,2007101587,ブライアンズタイム,000a000082,林正道,谷川牧場,"17,020.0",2009.0,2007.0,1985.0
2020104196,ヒーローコール,牡,小久保智,,ホッコータルマエ,2009100921,アインライツ,2001103971,ティンバーカントリー,000a00035e,山口裕介,坂本春雄,"16,957.3",2009.0,2001.0,1992.0
2020102223,ユメノホノオ,牡,田中守,,バトルプラン,000a0118e8,テレフォトグラフ,2009103061,ハーツクライ,2001103038,須田靖之,槇本牧場,"16,686.0",2005.0,2009.0,2001.0
